id,text,author,likes,reposts,query,label,source
at://did:plc:oo43p7wmzao6agpchtu2pevx/app.bsky.feed.post/3mkpcuwhg322p,"THIS IS THE PERFECT EXAMPLE OF A BRILLIANT PERSON WHO FOLLOWS THE FAKE NEWS CREATED BY COMMUNIST JOURNALISTS ON TV
&
THEY MAKE HIM DESTROY
 HIS LIFE!

TRUMP
DEEPLY INSIDE IS A CHRISTIAN
MAYBE HE GIVE TO YOU 
THE
US PRESIDENT FORGIVENESS!

IT'S WHAT 
JESUS & POPE JOHN PAUL II DID!

#ColeThomasAllen",avozdopovo519.bsky.social,0,0,fake news,,bluesky_real
at://did:plc:esstnvt3gvwqj3fowhqis42p/app.bsky.feed.post/3mkpclwik3s2q,"Ei gente, é fake news isso aqui ta, n vou fazer isso n, amo vcs bjos",eusougustavo.bsky.social,0,0,fake news,,bluesky_real
at://did:plc:32oe664t7sj4jfyau6g6jhyt/app.bsky.feed.post/3mkpc4gw4ek2e,fake NEWS,overfedfish.bsky.social,1,0,fake news,,bluesky_real
at://did:plc:7buim7a5nn6xmrfabo67yv3c/app.bsky.feed.post/3lyhruywzic24,"V. Igor en fuite, sa mère Nadejda en exil
1/2",obrother.eurosky.social,7,2,vaccin danger,,bluesky_real
at://did:plc:cwvrifwqjp6ar2aiiyburvnj/app.bsky.feed.post/3mkpbtsa76c2l,"Dishonest Donald, the King of Fake News, doing what he does best:  spreading lies and fake news.",weshlovrcm.bsky.social,0,0,fake news,,bluesky_real
at://did:plc:wrsf35zye5xmlfaje5zyyega/app.bsky.feed.post/3mkpataynny2b,"Fake insurance cards are spiking and drivers are paying the price – NBC 5 Dallas-Fort Worth

https://www.europesays.com/us/763305/

Some consumers, looking for the best car insurance deal, may find out the hard way that the discount…#us #news #usnews",us-news.bsky.social,0,0,fake news,,bluesky_real
at://did:plc:x6naty6dgddyjkfulyaikcby/app.bsky.feed.post/3mkpaiedr3c2m,Fake News!,burt000.bsky.social,1,0,fake news,,bluesky_real
at://did:plc:urjft52ld4uo77pzffdc2wyo/app.bsky.feed.post/3mkpadbzkac2b,"The Senate voted to invade Cuba? 

I hope this is fake news. 

If I were president, I would have used aid.",timetraveler.bsky.social,0,0,fake news,,bluesky_real
at://did:plc:3h2qkkjhjwaqnuuj4dtw6sem/app.bsky.feed.post/3mkp7dsh7sl22,"‼️🇺🇸🍊 - 30 avril/April 2026 - #TACO Mag TV -WH DC : 
La seule info à retenir ce jour / The one thing to remember today !
⚠️STOP PUBLISHING FAKE BULLSHIT FROM 
#TACO #KRASNOV #PROJECT25
#RUSSIAN_ASSET #DEMOCRACY_TRAITOR
#NOKING

 ✅JUST TRUE NEWS😎Like ⤵️
🔊On⤵️
Srce: Insta tom.adelsbach",sudetsoleil.eurosky.social,1,1,fake news,,bluesky_real
at://did:plc:aabnm2pswggzqyxf6lbf3bcg/app.bsky.feed.post/3mkp7c2ufi22t,"De là à penser que le détroit d'Ormuz pourrait changer de nom... C'est totalement invraisemblable mais ce genre de fakemap (assimilable à des ""fake news"") participe de la propagande de guerre sur les réseaux sociaux #fakemap 2/",mirbole01.bsky.social,2,0,fake news,,bluesky_real
at://did:plc:azqlovwjx47s6rdonua67j6z/app.bsky.feed.post/3mkp7akomks2d,Fake news,hedgy78.bsky.social,2,0,fake news,,bluesky_real
at://did:plc:se7sqhgg6jbshe6myfegowcm/app.bsky.feed.post/3mkplgmhmcs2k,"Das Problem was wir haben ist Rechtspopulismus:

Dieser hat hauptsächlich die Konservativen & Teile der SPD infiziert & arbeitet mit Desinformationen und Hetze (Ziel:Angst= hemmt logisches Denken, was Manipulation und Desinformation leichter macht).

So wird unser demokratischer Prozess vergiftet.",theandblock.bsky.social,2,0,désinformation,,bluesky_real
at://did:plc:3mvhk2lq3hjj7fd2j4rsj5gq/app.bsky.feed.post/3mkpjsoptcs2i,"...die eine bessere journalistische Arbeit machen/leisten, als die bei Springer angestellten Hetzer:innen, die Geld mit Hass, Hetze, Rassismus, Desinformation und Menschenfeindlichkeit verdienen, sollte seinen moralischen Kompass vlt mal neu ausrichten. Mit links hat das nichts zu tun.",paotao.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:3cy7k5lq7efkxrqkt6ovawsn/app.bsky.feed.post/3mkpjsdcyj22x,"Drei Tage für #HORIZONT @horizontoe.bsky.social im #EP @europarl.europa.eu in Straßburg liegen hinter mir - mit vielen Briefings, Interviews und Hintergrundgesprächen zu den Themen Desinformation, Social-Media-Altersgrenze und Medienbildung. Spannend - und intensiv. 🇪🇺",dkortschak.bsky.social,0,1,désinformation,,bluesky_real
at://did:plc:m2jqsozrza7gxjibtl6dpykz/app.bsky.feed.post/3mkpjheorn22v,"Demokratie ist kein Zustand, sondern aktives Tun. Beim Event „Doing Democracy“ an der Viadrina trafen sich Wissenschaft & Zivilgesellschaft aus 🇩🇪+🇵🇱, um über Desinformation, Beteiligung und Vertrauen zu diskutieren. Eine Erkenntnis: Es gibt keine einfachen Lösungen – aber viele gute Ansätze. 👇",viadrina.eu,0,0,désinformation,,bluesky_real
at://did:plc:b6cil6z64rsgtbrl6u2bx345/app.bsky.feed.post/3mkpi3kwvws2m,"Das Ziel von Desinformation ist oft gar nicht, dass du etwas glaubst. Sondern dass du nichts mehr glaubst. 

@kattascha.bsky.social  über die Mechanik strategischer Verunsicherung. Das ganze Interview gibt es auf www.youtube.com/@martinfehre...",martinfehrensen.eurosky.social,13,5,désinformation,,bluesky_real
at://did:plc:zrj3fnncvrlww7uzen4wd25b/app.bsky.feed.post/3mkpfno5bz22y,"Ce lobby EU Watch a l’air peu recommendable…
Le rapport n’est d’ailleurs repris que par les médias d’extrême droite de bolloré et le figaro qui continue de sombrer dans la désinformation..",blipblop107.bsky.social,1,0,désinformation,,bluesky_real
at://did:plc:h2nwjjelx7s42yk6zwnwrbed/app.bsky.feed.post/3mkpe2gnhac2m,"📢 𝗡𝗲𝘂𝗲𝘀 𝗣𝗿𝗼𝗷𝗲𝗸𝘁 𝘇𝘂 𝗣𝗼𝗱𝗰𝗮𝘀𝘁𝘀 𝗴𝗲𝘀𝘁𝗮𝗿𝘁𝗲𝘁! Das HBI-Projekt „𝗦𝘆𝘀𝘁𝗲𝗺𝗮𝘁𝗶𝘀𝗰𝗵𝗲 𝗢𝗯𝘀𝗲𝗿𝘃𝗮𝘁𝗶𝗼𝗻 𝘃𝗼𝗻 𝗻𝗲𝘂𝗲𝗻 𝗮𝘂𝗱𝗶𝘁𝗶𝘃𝗲𝗻 𝗥𝗶𝘀𝗶𝗸𝗲𝗻“ untersucht die Angebotsstruktur auditiver Online-Medien und entwickelt Verfahren, um Narrative von Desinformation sowie Manipulationsstrategien in Audioformaten zu erkennen.
👉 t1p.de/tvaoa",bredowinstitut.bsky.social,1,0,désinformation,,bluesky_real
at://did:plc:se7sqhgg6jbshe6myfegowcm/app.bsky.feed.post/3mkp7uq5fos2r,"Der internationale Konservatismus liegt seit Jahren im Sterben.

Nur das süße Gift des Rechtspopulismus hält sie aktuell noch am Leben.

Ohne die zugehörige Desinformation und emotionale Manipulation (Hetze, Angst) wären die längst geschrumpft.

1/2",theandblock.bsky.social,1,0,désinformation,,bluesky_real
at://did:plc:phw4mb2zzeyxzugwm3hdcjet/app.bsky.feed.post/3mkp7hc3sls2v,"Il y a encore de nombreux liens mais nous espérons que cet aperçu suffira à comprendre comment se diffuse la désinformation en santé et les idées d'extrême-droite, en particulier via l'homéopathie.
youtu.be/ocGUJxT2gbQ?...",santewatch.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:se7sqhgg6jbshe6myfegowcm/app.bsky.feed.post/3mkp77y4rn22w,"Für mich macht das weder die Intoleranz, die Abwertungen anderer noch die Desinformation besser.

Zumal das Profil unauthentisch wirkt und sich durch massive Abwertungen Linker auszeichnet. 

Jede*r entscheidet hier selbst für sich!  

Ich gebe Empfehlungen.",theandblock.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:tj4p3zb2pjaatdorxy7ng4el/app.bsky.feed.post/3mkp5newptc2s,"So viel Meinung zu verbreiten, ohne das Buch gelesen zu haben, ist schlicht Desinformation.",stillapossibility.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:imj6nuyb4cs4imhtbdkena2q/app.bsky.feed.post/3mkp4bt7wp223,"Langsam, sehr langsam bekommen wir alle mit, dass russische Desinformation ein Riesenproblem ist. Turns out: Die Chinesen sind auch nicht faul. rsf.org/en/chinese-p...",martinawinkle14.bsky.social,11,4,désinformation,,bluesky_real
at://did:plc:qt26smeslzpzkqo3a3s2sszo/app.bsky.feed.post/3mkp3sq7ux22x,"Die Welt ist kompliziert, aber die Anleitung zum Wahnsinn ist erstaunlich einfach.

In 8 Schritten von der Realität zur perfekten Echokammer. Eine Gebrauchsanweisung für alle, die lieber bestätigen als suchen.

#Medienkompetenz #Desinformation #AfD

361-grad.eu/2026/04/30/G...",361-grad.eu,1,1,désinformation,,bluesky_real
at://did:plc:loylxacudpelsni4un6c6dpm/app.bsky.feed.post/3mkp3hpftp22q,"Pourtant, malgré la quantité de désinformation incohérente et contradictoire, on trouve des gens qui croient le narratif Russe ! Alors il y a quantité de trolls, bien sûr...",stephan21.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:kvm2to6vilwb3vtjinopwm66/app.bsky.feed.post/3mkp2g5xbwc2d,"Wir haben ja nicht nur mangelnde Aufklärung, sondern auch gezielte Desinformation. Etwa die Lüge, in geringen Mengen könne Alkohol sogar gesund sein.",johann-v-d-bron.bsky.social,1,0,désinformation,,bluesky_real
at://did:plc:nw73mgrhvmqik2ihicu7yd5s/app.bsky.feed.post/3mkp2f4j6r22t,"Le ministère de l'Europe et des Affaires étrangères réunit la communauté de la #lutte contre les manipulations de l'information.

🗓️ 7 mai, 9h-13h
📍 La Gaîté Lyrique

La #désinformation constitue une dimension essentielle des nouvelles conflictualités. 

👉 www.inshs.cnrs.fr/fr/evenement...",cnrsshs.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:ujynivrtbpcaxlnmxa4r7e7o/app.bsky.feed.post/3mkoyw7kp6c2k,"Mistral, champion français de l’IA, est-il le roi de la désinformation ?

""Le chatbot de Mistral répète de fausses informations dans la moitié des cas"" 

www.liberation.fr/economie/eco...",cedricmetal.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:uo4didwt5qe4onrscbmqwvwm/app.bsky.feed.post/3mkoxwicmyo2u,"Mistral, champion français de l’IA, est-il le roi de la désinformation ?

Le chatbot de Mistral répète de fausses informations dans la moitié des cas où il est interrogé à leur sujet ",liberation.fr,28,18,désinformation,,bluesky_real
at://did:plc:l7e7yqnquijjuy4krbudoxm4/app.bsky.feed.post/3mkouzx4m6f2m,"12/20 

En période de crise majeure (pandémie, attentats), l'audiovisuel public joue un rôle de boussole. 

Il offre une information institutionnelle, vérifiée et calme, essentielle pour éviter la panique et contrer les campagnes de désinformation massive.

⤵️",libreavanttout.bsky.social,1,0,désinformation,,bluesky_real
at://did:plc:dw2vgidvm2fnh35qpgn5fwrq/app.bsky.feed.post/3mkouv4lg3c2t,"Kreml är desperata och tar till alla knep i sina försök till #påverkan och spridande av #desinformation - rent patetiskt. #ryssjävlar 

militarnyi.com/en/news/matr... #StandWithUkraine #ryssland #säkpol #föpol",s-n-a-f-u.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:l3kgutiw5pzhfrkls3txirlt/app.bsky.feed.post/3mkot3lpwzc2a,Seit wann ist RT keine Desinformation und somit keine Quelle.,heinzboskop.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:5rbncr3ktexa37drsgmbr6ly/app.bsky.feed.post/3mkohz6b4qc2q,"Un artiste français copie un animateur de CKOI

DESINFORMATION PROFESSIONELLE",ckoi.com,0,0,désinformation,,bluesky_real
at://did:plc:ejmygam5327vsk5sot3ug5dj/app.bsky.feed.post/3mkoesgbr7k2w,"Die Grünen ‌reagierten empört auf den Kabinettsbeschluss. »Diese Bundesregierung stiftet weiter ​Verwirrung hinsichtlich der 65-Prozent-Erneuerbaren-Regelung im ‌Gebäudeenergiegesetz«, sagte Vizefraktionschefin Julia Verlinden gegenüber Reuters. 

#Stroblclan #Desinformation #Kriminelle",hanfdampf.bsky.social,4,2,désinformation,,bluesky_real
at://did:plc:licjg6j44mwzdwwrbsqvuwnk/app.bsky.feed.post/3mkobvadqdc2o,"@mathieumolimard.bsky.social

Il en pense quoi le comité de lutte contre la désinformation ?",reverseyourmind.bsky.social,1,0,désinformation,,bluesky_real
at://did:plc:nyu5atwhevkymja4aam2fbyj/app.bsky.feed.post/3mko65ein422x,"Il n'y a pas ici d'erreur mais bien un choix : celui de défendre une désinformation en matière de santé et de soutenir les intérêts de charlatans dignes de Raoult au détriment des patients. 
8",themis2023.bsky.social,4,0,désinformation,,bluesky_real
at://did:plc:lxc5t6xc7uk4gnf4phz4yqwg/app.bsky.feed.post/3mko4pdq3t22w,"„Doku“ 🤡 

Steht das bei denen für „Desinformation ohne kritische Ueberpruefung“? 🤔",ozzeu.bsky.social,3,1,désinformation,,bluesky_real
at://did:plc:bborek56dnu5ggcxayyhomss/app.bsky.feed.post/3mknuf7yle72j,"Vaccination: La dose d’Africa CDC au Cameroun – Africa CDC

https://www.europesays.com/afrique/88983/

Entre amélioration de la logistique, formation des personnels logisticiens et lutte contre la désinformation, entre autres, le projet…",europe-afrique.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:aofab4f53tibpstbulmkifz5/app.bsky.feed.post/3mknrxguikd2w,"VERSCHWÖRUNGSIDEOLOGIEN

Nicht jede Verschwörungserzählung ist extremistisch – aber viele können anschlussfähig werden.

extremismus.info ordnet das Phänomen ein und zeigt Bezüge zu Radikalisierungsprozessen.

buff.ly/ldengSU

#Extremismus #Desinformation #Radikalisierung",scenor.at,0,0,désinformation,,bluesky_real
at://did:plc:lvbgsa5z6ua3oj5igjw6ne6c/app.bsky.feed.post/3mknqvw3jo72z,Mistral AI face à un sérieux problème de désinformation avec son chatbot grand public siecledigital.fr/2026/04/29/m...,siecledigital.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:kos622m5b6v5mb4jyfp2kdyc/app.bsky.feed.post/3mknovtlus22h,"#NAFO Artikel 5. Tankie detected. Russian Propaganda and Desinformation.
BRB.
@oxotniknacabak.bsky.social",karlmelnyk.bsky.social,1,2,désinformation,,bluesky_real
at://did:plc:ura726oigluzs2uo7tndj2t5/app.bsky.feed.post/3mknnom6mts2y,"Iran-Krieg, das ist die komplette Desinformation von allen Seiten. Was wirklich abgeht, weiß niemand. Weder die US-Soldaten vor Ort, noch das Pentagon und am allerwenigsten Donald J. Trump. Im Iran gibt es keine freie Presse und in den USA kommt die seriöse Presse kaum an belastbare Informationen...",quentinquarantino.bsky.social,2,0,désinformation,,bluesky_real
at://did:plc:xqs5mbhwcyfsy725snywinbg/app.bsky.feed.post/3mknnhw4awk2k,Ce n’est nullement de la désinformation mais une simple image d’illustration à destination du grand public afin de sensibiliser sur le sujet et aussi de susciter l’envie d’approfondir le problème sur des sites officiels!,stevert43.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:smyhe2r357nuibu4l3torooc/app.bsky.feed.post/3mknnelnhe22x,"Qiuelle surprise: l'afflux récent de faux comptes diffusant de la désinformation systématique sur les pompes à chaleur (et avec des accents antisémites, tant qu'à faire) est à mettre au passif d'un communicant lié à l'industrie du gaz

Bravo et merci à Cécile Marchand et @desmog.com pour l'enquête !",benjullien.bsky.social,0,1,désinformation,,bluesky_real
at://did:plc:7bdu6bx3a7czzwfpser6p3w7/app.bsky.feed.post/3mknl7ka6wc2h,"Journalismus auf Bunte- und Galaniveau.

Topmeldung bei Spiegel Online, während gleichzeitig die Welt an allen Enden brennt und auf eine Klimakatastrophe zusteuert, die politischen Eliten global Vermögen von unten nach oben umverteilen, allerorts Kriege ausbrechen und Desinformation betrieben wird.",lastdays.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:blrsshfgnvsn2aek4wgrdzjw/app.bsky.feed.post/3mknkus2ek22p,"C’est quoi les positions controversées de Rima Hassan ? La défense du peuple palestinien et de son droit à l’autodétermination, l’opposition au génocide perpétré par le gouvernement israélien ? C’est plus grave que le racisme et la désinformation du Figaro ?",bob-morane.bsky.social,3,1,désinformation,,bluesky_real
at://did:plc:73p2ez3guvhdsqp6g263jmww/app.bsky.feed.post/3mknj2hgqgk2a,Encore d’la désinformation/propagande anti gouvernement fédéral de la part du Hournal de Mourrial 🤡🤡🤡🤡🤡😒😒😒,ddum316.bsky.social,1,0,désinformation,,bluesky_real
at://did:plc:ftjjsy66g5znbi6lrpoldaw6/app.bsky.feed.post/3mknj2b3uak2d,Nahe der Grenze Desinformation größer? Das ist ein bizzarre Formation.,adaswelt.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:id64hi2q55ivt3akbtuaev7a/app.bsky.feed.post/3mknickuem227,"Russie 🇷🇺

On se moque parfois de la désinformation Russe : pas cohérente, mal faites, improbables etc... Mais l'objectif de Moscou n'est pas de convaincre, c'est de noyer les flux d'informations et d'amener à douter de tout ⤵️",cartesdumonde.bsky.social,180,80,désinformation,,bluesky_real
at://did:plc:oi5isqw4otxiyat3ht7srxxv/app.bsky.feed.post/3mknhe6x5622t,"@JanSudlarek: Friedrich Merz agiert als zentraler Akteur an der Kulturkampffront — von der Stadtbild-Debatte bis zur 80-Prozent-Syrer-Aussage. Polarisierung statt Politik, Desinformation statt Debatte. „Flood the zone with shit"" — das MAGA-Drehbuch ist in Berlin angekommen.
bit.ly/4n3w19I",digitalnaiv.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:y4madc5kv7litmpns4ooml3n/app.bsky.feed.post/3mknfdbl3x22e,"Pénible cette désinformation en effet 
reporterre.net/Les-pompes-a...",jerulem.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:ssik63o73vhowhr43zheihlr/app.bsky.feed.post/3mknegmfme22e,@institutpasteur.bsky.social vous en pensez quoi de cette désinformation ?,celinelesprit.bsky.social,3,1,désinformation,,bluesky_real
at://did:plc:kzmukwaf72iwepygposicgt3/app.bsky.feed.post/3mknenue44s2r,"Le chatbot de Mistral serait un « vecteur de propagande étrangère » relayant de fausses informations, relève un rapport

L’organisme Newsguard a publié un rapport ce mardi 28 avril mettant en évidence les fragilités du chatbot Le Chat de Mistral face à la désinformation d’État. Testée sur dix...",news-flows-fr.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:2ciwzimjw46kcmrydp22trum/app.bsky.feed.post/3mkncq4ux4k2k,@inserm.fr vous en pensez quoi de cette désinformation ?,popopaulinette.bsky.social,4,2,désinformation,,bluesky_real
at://did:plc:ppblad4zr4ogqkgdff7asa6l/app.bsky.feed.post/3mknb4jrx4z2x,"📢 L'UE sanctionne deux entités russes pour manipulation de l'information et désinformation
📝 ## 🏛️ Contexte

Le 21 avril 2026, le Conseil de l'Unio…
https://cyberveille.ch/posts/2026-04-29-l-ue-sanctionne-deux-entites-russes-pour-manipulation-de-l-information-et-desinformation/ #Euromore #Cyberveille",cyberveille-ch.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:se7sqhgg6jbshe6myfegowcm/app.bsky.feed.post/3mknavqdrbs2a,"#Blockempfehlung für  @trollfjell.bsky.social 

Da steht Mensch drüber, das Handle passt wohl besser.

Fäkalsprache, technologiefeindlich, Desinformation, hohes Sendungsbewusstsein, nicht authentisch.

➡️ Blockhütte",theandblock.bsky.social,36,10,désinformation,,bluesky_real
at://did:plc:p5sgug3k3jb2m67t2syakokr/app.bsky.feed.post/3mknajikso22j,"⚠️ Nouvelles preuves de la désinformation organisée en ligne pour freiner la transition énergétique 
www.politico.eu/article/un-r... 

Cécile Marchand et @alphoenix.bsky.social ont enquêté pour @politico.eu et @DeSmog sur une campagne coordonnée de désinformation contre les pompes à chaleur ⤵️",greenpeace.fr,17,10,désinformation,,bluesky_real
at://did:plc:bpsosbombacnrcar6yci72mr/app.bsky.feed.post/3mkna74y6sx2a,"c'est un jeu de pouvoir, où chacun accuse l'autre de désinformation pour justifier ses propres échecs",yurrpost.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:ttmh6jkou3r5qytm52b7fbf7/app.bsky.feed.post/3mkn7w2grzk2z,"La junte malienne et ses soutiens russes accusent régulièrement la France / La réponse de Paris est la France dément catégoriquement ces accusations, les qualifiant de désinformation visant à masquer l'échec sécuritaire de la stratégie pro-russe.",geopolitique.bsky.social,1,1,désinformation,,bluesky_real
at://did:plc:vevngu5t7a2zqvdftysxv26d/app.bsky.feed.post/3mkn7vkx2qk2h,Le Chat de Mistral AI est-il un vecteur de désinformation ? www.generation-nt.com/actualites/c...,ytroncal.bsky.social,0,0,désinformation,,bluesky_real
at://did:plc:6we7ain5a27muqwtz3eh2aue/app.bsky.feed.post/3mfonpcntwv2f,"Alors que la rougeole se propage, ces 9 maladies évitables par vaccin sont en danger.

Lisez en français simplifié

https://motsactu.com/news/rougeole-9-maladies-que-les-vaccins-peuvent-prevenir-pourraient-suivre/a1/

#MotsActu #ApprendreFrançais",motsactu.bsky.social,0,0,vaccin danger,,bluesky_real
at://did:plc:4odengpgr45hzxajdiszwude/app.bsky.feed.post/3mffdefeze22b,Je me dis que c'est quand même pas une mauvaise chose de voir les néo-nazis s'exprimer sans filtre. Ça rappelle aux gens qui ils sont et le danger qu'il représente. Un peu comme une dose de rappel de vaccin. Après j'ai aussi peur des effets secondaires.,gobe-l-un.bsky.social,2,0,vaccin danger,,bluesky_real
at://did:plc:hfh4wnia5jfypnvtjz3j6rkp/app.bsky.feed.post/3mfd2gxzenc2x,"Et tout ça,  c'est pissé dans un🎻!🙄😒😏 
Attention à  mimi chat loin du bric à brac (insalubre et danger sanitaire par ignorance et la pub commercial)...
Les gens achètent🥚plein air fr 1 ou zero qd label rouge ou bio les bêtes sont confinée depuis 2019...100aines.10⁶ d'abattage...le vaccin👎",7amalya.bsky.social,1,0,vaccin danger,,bluesky_real
at://did:plc:3mposgclw55w5dcifniiwwbp/app.bsky.feed.post/3meodebt5r62u,"STARTING IN NEARLY AN HOUR! You can still register! Join @healthjournalism.org at 1pm ET to hear abt the #Vaccine Injury Compensation Program—how it came abt, how it works, why it's in danger & what its collapse cld mean for the whole U.S. vaccine infrastructure 
healthjournalism.org/event/vaccin...",tarahaelle.bsky.social,1,1,vaccin danger,,bluesky_real
at://did:plc:3mposgclw55w5dcifniiwwbp/app.bsky.feed.post/3memebt55yk23,"Don't forget to register to join us tomorrow at 1pm ET re the #Vaccine Injury Compensation Program—how it came abt, how it works, why it's in danger & what its collapse cld mean for the whole U.S. vaccine infrastructure. @healthjournalism.org 

healthjournalism.org/event/vaccin...",tarahaelle.bsky.social,4,2,vaccin danger,,bluesky_real
at://did:plc:3tyfrcvz3epcwvtpuadn3iy7/app.bsky.feed.post/3mkpi4sfszk2x,"Todd Stoll ©
April 30th, 2026. 
Realme Q3 Pro 5G

#Photography
#ManualFocus
#ManualExposure",ctoddstoll.bsky.social,7,0,5G,,bluesky_real
at://did:plc:3sur65jk7flosjvu724yvqwd/app.bsky.feed.post/3md4nfu2xms2k,"💉 Guinée-Bissau : la politique anti-vaccins de l’administration Trump testée sur des nouveau-nés

Une étude commandée par les USA met en danger des milliers de nouveau-nés en Guinée-Bissau en retardant l’administration d’un vaccin recommandé par l’OMS.
www.revolutionpermanente.fr/Guinee-Bissa...",greubelinux.bsky.social,1,0,vaccin danger,,bluesky_real
at://did:plc:yhai2lodxljiaof5xww7hpkf/app.bsky.feed.post/3md3zevfq4q2b,"💉 Guinée-Bissau : la politique anti-vaccins de l’administration Trump testée sur des nouveau-nés

Une étude commandée par les USA met en danger des milliers de nouveau-nés en Guinée-Bissau en retardant l’administration d’un vaccin recommandé par l’OMS.",revolutionpermanente.fr,6,1,vaccin danger,,bluesky_real
at://did:plc:zcqt2mfl6elquzdsjjevtomo/app.bsky.feed.post/3mcclndqrgk2i,"Sur le plan de la personnalité, c'est assez cohérent que Kant ait été un antivax (déjà) fan de médecines naturelles et persuadé que ses migraines étaient causées par ""l'électricité atmosphérique"" (les électrosensibles précèdent de loin la 5G et le wifi).

Kant in seinen letzten Lebensjahren (1804)",laysfarra.bsky.social,11,4,vaccin danger,,bluesky_real
at://did:plc:tssatqqlvw2f2iksrha3ftr7/app.bsky.feed.post/3mcazj6uggk2t,"Sophia Aram, fachiste et islamophobe. 
Je l’ai entendue, comme de certains que la Terre est plate, ou que l’on capte la 5G avec un vaccin. Rendre la religion incritiquable, le danger est là. On a mis plus de mille ans à se débarrasser des curés (et encore).",daori.eurosky.social,0,0,vaccin danger,,bluesky_real
at://did:plc:2e2rljvu4l7ef5rvpbmsx2g5/app.bsky.feed.post/3m7iri435fs2v,"À la place j'ai bossé en temps plein pour un SMIC pendant la pandémie parce que le danger, c'était pas de mourir du vaccin les boomers, mais la précarité, ptdr.",sophiebarel.bsky.social,4,0,vaccin danger,,bluesky_real
at://did:plc:w54n3ggwlzlmnv326fbblkgm/app.bsky.feed.post/3m6w2ywrort2e,📌 Conclusion : Il n'y a aucune reconnaissance officielle de la FDA établissant la causalité du vaccin dans ces décès. L'affirmation exploite une fuite de document interne non vérifié pour créer une fausse impression de danger.,vlsdirect.bsky.social,0,0,vaccin danger,,bluesky_real
at://did:plc:dxdqy5jvog6h66jtr3cvgxaw/app.bsky.feed.post/3m5qh6wwars2t,"...Sa limite, c'était le rapport bénéfice risque. Et ses seules sources d'infos ne parlaient que du danger du vaccin. (elle regarde la télé).

C'est moi qui lui ai expliqué yavait des graves séquelles à choper le covid. En contre partie ya 0 étude qui montre que le vaccin est + dangereux qu'un autre",woxoja.bsky.social,2,0,vaccin danger,,bluesky_real
at://did:plc:gpbtyuhnhdfbmy2otoev623z/app.bsky.feed.post/3m5e42yce4k23,"Pas plus tard qu'hier quelqu'un disait que dans l'EHPAD d'un de ses proches ils pouvaient choisir entre l'homéopathie ou le vaccin. 
Ça concerne combien d'EHPAD ? Pourquoi personne ne fait rien ? Ma grand-mère est-elle en danger ?
Range cette vidéo de 6h sur l'homéopathie et enquête !",gastiflex.bsky.social,0,0,vaccin danger,,bluesky_real
at://did:plc:kcopfjm3os3irso22dlxxe3m/app.bsky.feed.post/3m577xus36s2j,"Refuser d'expliquer à des malades et des soignants que non vaccin égale mise en danger sous prétexte de respecter leur ""liberté individuelle"" et de ""ne pas juger"" c'est juste une position de merde.
Transpose ça au code de la route, pour rire.",taigasangare.eurosky.social,53,12,vaccin danger,,bluesky_real
at://did:plc:kcopfjm3os3irso22dlxxe3m/app.bsky.feed.post/3m577vu4rg22j,"VOTRE boulot de soignant ou de parti de gauche, en l'occurrence, c'est d'expliquer aux gens pq on doit se faire vacciner dans ce genre de situation à risque, et SI, ça fait partie de votre boulot de leur expliquer que non, sauf cas ponctuel que le MG saura identifier, c'est pas le vaccin le danger.",taigasangare.eurosky.social,55,8,vaccin danger,,bluesky_real
at://did:plc:ksdtu5abzmcw7unqed4kgkho/app.bsky.feed.post/3m572zzvhxc24,la position de LFI n'est pas justifiée par un soi-disant danger du vaccin mais par les modalités de cette obligation... On fait quoi des vieux qui refusent de se vacciner ? On les vire ? On les met où ?,pouillette.bsky.social,2,1,vaccin danger,,bluesky_real
at://did:plc:5ekaaudi6pc22b4axp54hqre/app.bsky.feed.post/3m4uzek4ylz2q,"Covid: Le vrai danger pour les enfants n’est pas le vaccin mais le virus

https://www.europesays.com/fr/513431/

Publié5. novembre 2025, 09:02 Covid: Le vrai danger pour les enfants n’est pas le vaccin mais le virus…#fr #france",fr-france.bsky.social,0,0,vaccin danger,,bluesky_real
