text,label,source
"Says Vice President Joe Biden ""admits that the American people are being scammed"" with the economic stimulus package.",1,liar_en
Theres no money in Social Security.,2,liar_en
Google search spike suggests many people dont know why they voted for Brexit.,1,liar_en
Tampa is the strip club capital of the world.,2,liar_en
"[E]mployment in Gwinnett is up more than 3 percent over last year, and unemployment is the lowest of the five core metro counties.",0,liar_en
"What we said was, you can keep (your plan) if it hasnt changed since the law passed.",2,liar_en
The top one-tenth of 1 percent of Americans own almost as much wealth as the bottom 90 percent.,0,liar_en
This is the most generous country in the world when it comes to immigration. There are a million people a year who legally immigrate to the United States.,0,liar_en
"Barack Obama's health care plan ""would leave 15-million Americans out.""",1,liar_en
Whales live as long at SeaWorld as they do in the wild.,1,liar_en
"By voting to approve [Question 1], we can . . . save 900 jobs at Twin River.",1,liar_en
"About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the programs cost, while one-third are elderly, and they account for two-thirds of the cost.",1,liar_en
The University of Texas is starting the first medical school at a major Tier One university in the last 50 years.,0,liar_en
There were more people at the Air and Space Museum than at a rally against the health care bills.,1,liar_en
"Over 214,000 doctors opt out of Obamacare exchanges.",2,liar_en
"By the time(Mitt Romney)left office, Massachusetts was 47th in the nation in job creation.",1,liar_en
"After Fahrenheit 9/11 came out, ""Bush's approval rating never was better, it only got worse.""",1,liar_en
The president and vice president cant be from the same state.,2,liar_en
"The federal government only ordered BP to pay ""to do one of those six segments"" of sand barriers for Louisiana.",0,liar_en
Hillary Clinton believed NAFTA was a 'boon' to our economy.,2,liar_en
"In the last 24 months, 10 rural Texas hospitals have been forced to shut their doors because state leaders chose not to expand Medicaid.",1,liar_en
Forty-five percent of Americans went without needed care because of costs in 2007.,0,liar_en
"Says Apple products are currently 90 percent conflict-free, and Intel is 100 percent conflict-free.",1,liar_en
The minimum wage is lower right now than it was when Ronald Reagan took office.,0,liar_en
We bailed out Johnson Controls when we saved the auto industry and now they want to avoid paying taxes.,0,liar_en
"In North Carolina, they used stimulus money to hire one new state worker. His job, apply for more stimulus funds from the taxpayers by the way of the federal government.",2,liar_en
"The health care bill will ""create 4 million jobs, 400,000 jobs almost immediately.""",1,liar_en
Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.,2,liar_en
The president by executive order could grant voting rights to illegal immigrants who are newly legalized under pending legislation.,2,liar_en
Democrats give Newports to the homeless to get them to the polls.,1,liar_en
"In Florida, the number of voters who now register as other has grown by a million in the last 10 years. Compare that with the Democrats, who only grew by 300,000 and the Republicans who grew by just 200,000.",0,liar_en
Says Mary Landrieu voted to fund benefits for illegal immigrants ahead of veterans.,2,liar_en
On running for re-election to U.S. Senate,2,liar_en
Says Republicans supported legislation on early voting and in-person voting in 2005.,0,liar_en
"Global warming leads to much quicker spread of the Zika virus because the increased temperature, makes mosquitoes mature faster, . . . bite more due to having a higher metabolism, and makes the Zika virus inside of them incubate faster.",1,liar_en
Rhode Island spends less than 10 percent of what the average state spends promoting tourism.,0,liar_en
National studies are already showing the negative effects that the health care law is having on businesses and our economy. Businesses across the country are raising their prices (or) cutting jobs as a result of the added cost.,2,liar_en
The number of new illegal immigrant families who have crossed the border so far this year already exceeds the entire total from 2015.,1,liar_en
Warren (Buffett) still does support me.,0,liar_en
The proposed Gogebic mine in northern Wisconsin could be extended as long as 21 miles.,1,liar_en
"A majority of Americans since Harry Truman days support single-payer health insurance, or full Medicare for all.",2,liar_en
"As mayor, [Allan Fung] raised taxes three times.",0,liar_en
"In Arizona, there are only one and a half (Border Patrol) agents per every 10 square miles.",2,liar_en
Greece is not a big economy. Its about the size of metropolitan Miami.,0,liar_en
"A mailer from the Obama campaign ""accurately indicates"" that Hillary Clinton would ""force uninsured people to buy insurance, even if they can't afford it.""",1,liar_en
"Many state and federal agencies have such navigators involved in helping folks maneuver through the often complex processes associated with filing benefits claims, for example -- even buying health insurance.",0,liar_en
"For every dollar we put in unemployment, it pays back about $1.60.",1,liar_en
The United States is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as Pakistan or Afghanistan or Syria.,2,liar_en
25 percent of federal inmates are noncitizens.,0,liar_en
''The leading Democratic candidate once said that the unfettered free market is the most destructive force in modern America.'',2,liar_en
I am a candidate. I have not withdrawn.,0,liar_en
"With this reform, every insured American gets valuable consumer protections, and every uninsured American can become insured.",0,liar_en
"Says as GOP was picking a convention city, I recommended Ohio.",2,liar_en
Says Mark Pryor continues to insist that Obamacare is an amazing success.,1,liar_en
People who wash cars at home will use approximately 80 percent more water than they do in a car wash.,2,liar_en
"The Dog Meat Festival in Yulin, China, threatens global public health.",2,liar_en
"American voters remain steadfast in their support for immigration reform with a path to citizenship, with more than 70 percent who want to see reform passed this year.",1,liar_en
"Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it.",2,liar_en
Idaho was the only Republican-led state in the nation that chose to partner with President Obama by creating a state-based marketplace under the Affordable Care Act.,2,liar_en
"In California, the windmills are killing hundreds and hundreds of eagles.",1,liar_en
Alex Sink wants to cut Medicare.,2,liar_en
This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.,2,liar_en
Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result the deer population has dwindled.,1,liar_en
"Says Missouri families earning power is about $5,000 less today than it was at the turn of the century.",0,liar_en
We have over 300 state agencies. Forty-five of those agencies are related to health care.,2,liar_en
"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' """,0,liar_en
Says Scott Walker tried to pass a law to allow pharmacists to block womens access to birth control.,1,liar_en
Democrats have now become the party of the [Atlanta] metro area and of blacks.,0,liar_en
Keystone means unlocking the Canadian tar sands.,1,liar_en
"McCain used to buck his party on immigration by fighting for comprehensive reform. . . . But when he was running for his party's nomination, he . . . said that he wouldn't even support his own legislation if it came up for a vote.",0,liar_en
Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.,0,liar_en
The minimum wage has risen $2.35 in the last two years. Thats 31 percent.,2,liar_en
Says President Barack Obama already passed all these Obamacare taxes. About a dozen of them hit middle-income taxpayers.,1,liar_en
"When Carly Fiorina says Hewlett-Packard revenues went up, thats because she bought Compaq. It was a terrible deal.",0,liar_en
HIV/AIDS is dramatically on the rise in the U.S. South.,0,liar_en
Our trade with Mexico is $720 million a day; thats our No. 1 trading partner.,0,liar_en
Says you need a photo ID to purchase Sudafed in Texas.,0,liar_en
The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections.,1,liar_en
A bill to aid state and local governments is fully paid-for by closing costly corporate tax loopholes.,1,liar_en
Says unions call Obamacare bad for workers.,0,liar_en
When undocumented children are picked up at the border and told to appear later in court ... 90 percent do not then show up.,2,liar_en
"Says Bernie Sanders once said, Instead of removing the conditions that make people depressed, modern society gives them antidepressant drugs.",2,liar_en
Obama unilaterally announced he was delaying employer mandate through a blog post by a mid-level bureaucrat at the Department of Treasury.,0,liar_en
Two-thirds of the top-rated hospitals in Florida were our hospitals.,0,liar_en
Says America spends over 17 percent of its GDP on health care costs when our closest competitor nations are spending about 12.,0,liar_en
Says Newt Gingrich said Spanish is the language of the ghetto.,0,liar_en
"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day.",0,liar_en
I created a flat tax in the state of Utah. It took that state to the number-one position in terms of job creation.,1,liar_en
President Barack Obamas spending drove us $5 trillion deeper in debt.,1,liar_en
We have 650 people who move to Texas every day.,0,liar_en
"Thirty-four percent of Hispanics don't have any health care at all, don't have any health insurance.",0,liar_en
"Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.",0,liar_en
These 15 political appointees (on the IPAB) will make all the major health care decisions for over 300 million Americans.,2,liar_en
"Sherrod Brown opposed blocking a new EPA emissions rule, despite acknowledging that the EPAs cap-and-trade regulations are burdensome and could harm economic growth in Ohio.",1,liar_en
Sen. Barbara Boxer voted against immigration reform to permit (Hispanic immigrants) people to come here legally to work.,2,liar_en
Says 50 million people would lose their health insurance if Obamacare is repealed.,1,liar_en
Says the success of his economic agenda is supported by the fact we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.,1,liar_en
Says Obama called Medicaid broken four years ago.,0,liar_en
"For every one job created under the Obama administration, 75 people went on food stamps.",2,liar_en
Back door gun control is in full effect in the United States due to Obamas Environmental Protection Agency.,2,liar_en
"Im well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.",2,liar_en
The New England Journal of Medicine released a survey the week that President Obama signed Obamacare stating that over 30 percent of American physicians would leave the profession if the government took over health care.,2,liar_en
Says the states pension and health benefits reform includes the destruction of public sector collective bargaining rights.,1,liar_en
The Paul Ryan budget proposal would leave the country without Medicare.,2,liar_en
I spent only $36.29 on my campaign for governor.,0,liar_en
"When John Kasich became governor of Ohio, there was an $8 billion budget deficit and now theres a $2 billion surplus.",0,liar_en
On choosing a Texas House speaker,2,liar_en
Every one of the 67 supervisors of elections in Florida refused to carry out the effort to remove noncitizens from the voter rolls.,2,liar_en
"Hillary Clinton wants to shut down family farms using radical regulation, by raising business tax rates as high as nearly 50 percent and by taxing family farms again at death by as much as 45 percent.",2,liar_en
Tide gauges measuring sea level in Rhode Island since 1930 have risen maybe about 10 inches since that time.,0,liar_en
Virginia now is the number one exporter of (agricultural) products to Cuba. We have now jumped to number one.,0,liar_en
"ISIS supporter tweeted at 10:34 a.m. Shooting began at 10:45 a.m. in Chattanooga, Tenn.",2,liar_en
"Says that according to many reports and even our own data, the state of Texas spent more through Medicaid on orthodontia than all other states combined.",1,liar_en
"In New Jersey, Gov. Christie vetoed legislation to extend early voting.",0,liar_en
The Republican-controlled Wisconsin Senate approved a bill denying veterans the right to recover their medical costs for cancers they developed while serving their country.,1,liar_en
"Although the governor doubled the beach fees . . . all the money, as we found out, is all going to an out-of-state company. The state isnt even getting the money for that.",2,liar_en
If you sell your house after 2012 you will pay a 3.8 percent sales tax on it.,2,liar_en
"Medical-grade marijuana alonewill not get that patient high, no matter what level of THC, CBD or any other compound is found in the plant.",1,liar_en
The Electric Reliability Council of Texas (ERCOT) has estimated that the Obama administrations Power Plan will cause energy costs in Texas to rise as much as 16 percent per year.,2,liar_en
Scientists are questioning the original idea that man-made global warming is what is causing the climate to change. (It is) more and more being put into question.,2,liar_en
"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""",0,liar_en
Unemployment rate dropped in every state that elected a Republican gov. in 2010,1,liar_en
"In Massachusetts, Scott Browns Republican affiliation is not a secret, but clearly not on display.",0,liar_en
"Senator Chris Dodd, chairman of the Senate Banking Committee, placed an amendment in the stimulus bill that allowed for banks bailed out with taxpayer money including AIG to hand out huge bonuses.",1,liar_en
Says Republican U.S. Senate candidate Tommy Thompson supports massive tax cuts for corporations that outsource Wisconsin jobs.,1,liar_en
"Health care reform: Everything about it is going to raise costs, raise taxes and lower the quality of health care.",2,liar_en
"In every single country, she had a majority of the vote -- or more of those who'd already made up their minds.",0,liar_en
"Neville Chamberlain told the British people: Accept the Nazis. Yes, they will dominate the continent of Europe, but that is not our problem. Lets appease them. Why? Because it cant be done. We cannot possibly stand against them.",1,liar_en
Jennifer Carrolls an outsider.,1,liar_en
"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools.",0,liar_en
Democrats have failed to answer the most basic question of how they want to pay for the more than $1 trillion of health care spending.,0,liar_en
"Says President Barack Obama said that if he doesnt turn the economy around after three years in office, hell be a one-term president.",0,liar_en
"Since 1970, the Clean Air Act has reduced toxic and health-threatening air pollution by 60 percent while our economy has grown more than 200 percent.",0,liar_en
(Obamacare) is a bill which has never once had a majority of Americans favor it.,0,liar_en
On the propriety of budget reconciliation.,1,liar_en
The studies have shown us that [drug testing for welfare recipients] will be saving us money,2,liar_en
Homosexual behavior cuts your lifeby about 20 years.,2,liar_en
Michelle Nunns own plan says she funded organizations linked to terrorists.,2,liar_en
I built that border fence in San Diego...and it reduced the smuggling of people and drugs...by 90 percent.,0,liar_en
I lost my health insurance and my doctor because of Obamacare.,2,liar_en
Says New York has bureaucrats telling you whether you can even drink a Big Gulp.,1,liar_en
"The major immigration issue was about Poles, and Bulgarians, and Romanians, and that they werent contributing economically. The unemployment rate among Poles in Britain is lower than the unemployment rate among Brits.",0,liar_en
"In the 1980s, The lowest income people had the biggest gains.",2,liar_en
Says the public option considered in the health care law backed by U.S. Senate candidate Tammy Baldwin was wildly unpopular.,2,liar_en
Travis County is surrounded by red counties.,0,liar_en
On repeal and replace of federal health care reform.,2,liar_en
"According to an article in the Economist magazine, Americans are guaranteed to live above the poverty line if they graduate from high school, keep their first job for over a year and get and stay married.",1,liar_en
"Rob Portman shares radical, ideological views toward women.",2,liar_en
More than one in five of veterans aged 20 to 24 cant find a job to support their family or to ease the transition to civilian life.,0,liar_en
No openly gay man has ever been elected to the Georgia Legislature.,0,liar_en
Repealing and replacing Obamacare thats going to save $1 trillion over a 10-year period.,2,liar_en
We havent yet taken out a negative ad.,2,liar_en
Says he was endorsed by theValley News newspaper.,2,liar_en
The United States Senate Democrats and Republicans (voted) to keep our government open.,1,liar_en
There was serious voter fraud in California.,2,liar_en
In 1993 the Republicans embraced a health platform that proudly features an individual mandate as its main component.,1,liar_en
Says a federal plan to expand Medicaid would cost Florida taxpayers $26 billion over 10 years.,2,liar_en
[State Rep. Doug McKillips] donors deserve a refund.,2,liar_en
The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.,0,liar_en
Lake Erie supports nearly 10 percent of Ohios jobs and generates $750 million in state and local taxes.,0,liar_en
More people have been put on food stamps by Barack Obama than any president in American history.,1,liar_en
President Obama pushed through the stimulus based on the promise of keeping unemployment under 8 percent.,1,liar_en
The actual deportations from the interior of the country are way down under President Obama.,0,liar_en
"Last year, Obama administration officials released into our neighborhoods more than 36,000 criminal immigrants who had nearly 88,000 convictions. The crimes included hundreds of convictions for murder, rape and kidnapping and thousands of drug-related crimes.",1,liar_en
We are the only major country on Earth that doesnt guarantee health care to all people as a right.,1,liar_en
"In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.",0,liar_en
"In Massachusetts, half of the primary care doctors are not accepting new patients.",0,liar_en
"The reality is that we have roughly 15,000 undocumented immigrants living in the state...",2,liar_en
Says Russ Feingold voted to give Social Security benefits to illegal immigrants,2,liar_en
"Because of Obamacare, you have so many part-time jobs.",2,liar_en
"All members of Congress are required to be in Obamacare, but Obama and members of his administration have their own gold-plated health care plans that theyre in.",1,liar_en
"Ohio Republicans made significant gains during [Chris McNultys] time at the ORP, including the extremely successful re-election of President Bush in Ohio.",0,liar_en
"Obama did not open new lands to offshore drilling all of these areas were already open for drilling once Congress and President Bush lifted the moratorium in 2008. Instead, President Obama yesterday announced what areas he would CLOSE to offshore drilling.",1,liar_en
"Gas prices have gone up 99 percent since Obama became president, the highest gas price increase since Carter.",1,liar_en
People committed involuntarily for 72 hours under the Baker Act will get their guns back automatically and immediately upon discharge....and their commitment is never entered into a background check database.,1,liar_en
A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent.,0,liar_en
"The photonics bill that was sponsored in Congress and written, was written by Congressman Tom Reed, not Congresswoman Louise Slaughter.",2,liar_en
The presidents budget would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK.,0,liar_en
Minnick voted to let the government fund abortion under Obamacare.,2,liar_en
"Within a few years, we will be spending more on interest payments than on national security.",2,liar_en
Amajority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supportedamnesty.,0,liar_en
"Sarah Palin ""got more votes running for mayor of Wasilla, Alaska, than Joe Biden got running for president of the United States.""",2,liar_en
Says he lived in a colonia while working as a farm worker.,2,liar_en
"Since I took office in January 2011, we have created 11,100 Rhode Island-based jobs.",1,liar_en
Says Obama broke his promise to offer a comprehensive immigration bill in his first year.,0,liar_en
"Says Ohio Gov. John Kasich got lucky with a thing called fracking, which is why Ohio is doing well.",2,liar_en
The federal government has not engaged in (border security) at all.,2,liar_en
"The average bonus [on Wall Street] is about $100,000...The bonuses on Wall Street are down 44 percent.",0,liar_en
John McCain stood up to the president and sounded the alarm on global warming ... five years ago.,0,liar_en
"When we had a conservative Republican president we were losing 750,000 jobs a month.",0,liar_en
Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,2,liar_en
"The DeWine campaign is receiving money from so many more people.(Cordrays) money is coming almost exclusively from the party, labor unions, and special counsel that he has given business to.",1,liar_en
Says the federal government is earning more tax revenue now than any other time.,1,liar_en
"After Reagan took office, ""we didn't raise taxes and we didn't cut entitlements. What we did was we cut taxes.""",1,liar_en
"Says to Hillary Clinton, You heard what I said about (the Trans-Pacific Partnership trade deal), and all of a sudden you were against it.",2,liar_en
"In the first year of the Obama administration, more jobs were created in the private sector than in the eight years of the Bush administration.",2,liar_en
Sherrod Brown supported President Obamas $453 billion tax increase.,1,liar_en
Says Hillary Clinton has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.,2,liar_en
"For the hour after the (Jan. 14) debate, Debra Medina was the No. 1 search on Google and for the remainder of that night No. 3.",2,liar_en
Texas ranks third in teen pregnancies... and it is No. 1 in repeat teen pregnancies.,0,liar_en
"Leticia Van de Putte opposed putting National Guard troops on the border, would send millions to Central American governments instead and wrote the law giving in-state tuition to illegal immigrants.",1,liar_en
Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia.,0,liar_en
"My 7-step plan creates 700,000 jobs in 7 years.",0,liar_en
When I took office last year we faced historic budget deficits of $6 billion here in Virginia. And we closed those deficits by cutting spending.,1,liar_en
The health care law includes tort reform.,2,liar_en
"Wisconsin requires, by law, a photo ID to vote.",1,liar_en
I never had a filibuster-proof Senate.,0,liar_en
2008: Unions Spent $400 Million to Elect Obama.,2,liar_en
"When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average.",1,liar_en
Phoenix is the kidnapping capital of the Western Hemisphere.,2,liar_en
Tampa Bay isleading the state in jobs creation.,1,liar_en
"We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common.",0,liar_en
What (the Obama administration is) going to come out with in the next several months is youre not even going to be able to burn coal very limitedly in the existing plants.,2,liar_en
"Says Donald Trump, in his campaign announcement speech, also said, And many of them (Mexicans) are good people. You keep leaving that out of your quote.",1,liar_en
Says the U.S. election system is rigged.,2,liar_en
"We would create thousands of jobs in Colorado, if the Keystone Pipeline were to be built.",1,liar_en
"Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield.",2,liar_en
"When (Barack Obama) took office, 2.3 million people were out of work. Five-plus years later, we have 5 million-plus out of work.",2,liar_en
Wisconsin women are paid 81 cents to the dollar of a man doing the same job.,2,liar_en
California is home to the largest death row populationin the Western Hemisphere.,0,liar_en
Says Jonathan Gruber was some adviser who never worked on our staff.,1,liar_en
"The race will tighten, just because that's what happens at the end of campaigns. They always have.",0,liar_en
The significant drop in Floridas unemployment rate is a good economic sign.,1,liar_en
"In the 18th Congressional District, 100% of electric generation comes from coal.",0,liar_en
There are fewer people crossing (the southwest) border than in the last 30 years.,0,liar_en
"Recovery.gov listed congressional districts that ""do not exist.""",0,liar_en
Weve had 27 (Ebola) outbreaks around the globe and theyve never spread outside of the confines of the countries that were initially affected.,0,liar_en
"Congress has cut funding, has slashed funding, for veterans benefits over these last years.",2,liar_en
"There are legitimate and widespread anomalies, and widespread questions about the conduct of (the Wisconsin Supreme Court) election, most visibly in Waukesha County, but also in counties around the state.",1,liar_en
"We never had an earthquake in Youngstown until John Kasich was elected Governor,",1,liar_en
"Before taking executive action on immigration, President Obama stated 22 times that he does not have the authority to change immigration laws on his own.",0,liar_en
Small businesses create 70 percent of the jobs in America.,0,liar_en
Sen. Hutchison abandoned Republicans and stood with Democrats to ensure health care legislation would pass quickly.,2,liar_en
"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports.",2,liar_en
"By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance for the first time in 17 years.",0,liar_en
Says Robert Hurt supports the tax loopholes that send American jobs overseas.,2,liar_en
"Americans who get their insurance through the workplace, cost savings could be as much as $3,000 less per employee than if we do nothing.",1,liar_en
"When you were casting your vote for Republicans, Brian Kemp was voting for Democrats.	message-machine,voting-record	doug-macginnitie	Sandy Springs City Councilman	Georgia	republican	1	1	0	0	0	a campaign commercial
789.json	half-true	I want to give every American a $5,000 refundable tax credit.""",1,liar_en
"Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.",0,liar_en
The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.,2,liar_en
Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.,0,liar_en
"Says Donald Trump is the first person running for president, Republican or Democrat, who refused to say that he would respect the results of this election.",0,liar_en
Says Donald Trump has given more money to Democratic candidates than Republican candidates.,1,liar_en
"Not even expensive bottled water, like Perrier and Evian, are of good enough quality to pump out of mines in Southwest Virginia, according to the EPA regulation.",1,liar_en
Congressman Phil Roe hands out $1.3M government check from a federal program that he voted against.,0,liar_en
"After losing 750,000 jobs a month before this administration, the U.S. economy under Barack Obama has had 20 straight months of growth, has added 2.8 million jobs in the private sector and added millions of jobs in manufacturing.",1,liar_en
"The Republican leadership in the House has refused to address the issues that matter the most to Rhode Island, such as passing a jobs bill.",2,liar_en
"If you don't count illegal aliens, people who qualify for other insurance, and people who make more than $75,000 a year, it leaves about 15 million people who are uninsured.",1,liar_en
We jumped 11 places since beginning this year in terms of being job-friendly.,0,liar_en
"The fact is, in the past year we have had more tax cuts than almost any time in our nation's history.",1,liar_en
Weve seen six months of positive job growth by the private sector.,0,liar_en
Insurance companies have seen their profits soar by more than 400 percent since 2001.,1,liar_en
"Rhode Island has invested less in tourism, economic development and economic development personnel than four nearby states.",1,liar_en
We know that President Obama stole over $500 billion out of Medicare to switch it over to Obamacare.,1,liar_en
House Republicans are ramming through legislation ... to classify pizza as a vegetable for the purpose of school lunches.,1,liar_en
Says President Barack Obamas own economists say the stimulus cost $278K per job created.,2,liar_en
TheU.S. economyis three times asbig as Chinas.,0,liar_en
The president came in and campaigned against me 12 times.,1,liar_en
"Says if you try to hide marijuana in a hemp field, it becomes worthless. The THC goes away.",0,liar_en
Veterans unemployment is actually now lower than (the) general population. It was higher when I came into office.,1,liar_en
Twenty-five or 24 million people are out of work or stopped looking for work.,1,liar_en
Says over 1 million signatures were submitted in attempt to recall Gov. Scott Walker.,2,liar_en
"In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose.",0,liar_en
Online voter registration is a more secure way of doing voter registration.,0,liar_en
"Health care reform plans being consided in Congress ""will finally reduce the costs of health care.""",1,liar_en
Say Bernie Sanders won Nevada after all.,2,liar_en
On mandating health care coverage.,2,liar_en
Only 2 percent of public high schools in the country offer PE classes.,2,liar_en
"Says opponent Bill Flores helped run a company that laid off over 3,000 workers and paid off executives with millions.",2,liar_en
"In Florida, Sen. Bill Nelson ... got a $25 billion to $30 billion carve-out for Medicare Advantage patients in their state.",1,liar_en
Michelle Nunn ranks agriculture issues as the 18th most important items facing Georgia.,1,liar_en
"Says that Republicans bragged about how every bill was going to be paid for, right from the beginning and that the first vote, the repeal of health care reform, violated that rule.",0,liar_en
Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.,2,liar_en
"Says Gov. Scott Walker has led people to believe that if Wisconsin doesnt implement a (health-care) exchange, Obamacare doesnt happen here.",1,liar_en
"UPS left 15,000 employees spouses without health insurance and told them to, go on an exchange with no employer subsidy.",2,liar_en
"Says Tammy Baldwin supports a law in which government will take over your decisions on medicine, on doctors and on hospitals.",2,liar_en
We had an amendment in the health care law that said the federal government is going to take over education.,2,liar_en
"Says during George W. Bushs administration we were losing millions of jobs per month, while under Barack Obama we have three years of gaining hundreds of thousands of jobs per month.",2,liar_en
"After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas.",1,liar_en
Says Ohios economic recovery started in February 2010.,0,liar_en
"Earlier this year, the head of the Congressional Budget Office testified before Congress that implementation of Obamacare would cost 800,000 jobs.",1,liar_en
The United States has the best health care delivery system in the world.,1,liar_en
Obesity kills 34 children per hour.,2,liar_en
This race will be the Democrats top target this November.,2,liar_en
Most of the people who have signed up through the Obamacare exchanges already had insurance.,1,liar_en
"The U.S. wont default, because default means that you dont pay your creditors. And it takes about 10 percent of the money thats coming in right now to pay interest to bondholders.",2,liar_en
Ed Perlmutter voted for Viagra for rapists paid for with tax dollars.,2,liar_en
Says Milken Institute rated San Antonio as nations top-performing local economy.,0,liar_en
"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",0,liar_en
"Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs.",0,liar_en
"Statistics show one male cat can father 420,000 kittens in five years.",2,liar_en
"Rubio admitted he ""would have accepted the stimulus money.""",0,liar_en
"January through November 2014, the year so far, were the hottest first 11 months of any year recorded.",0,liar_en
"In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.",2,liar_en
"Under the health care law, everybody will have lower rates, better quality care and better access.",2,liar_en
Says North Carolina Republican Senate candidate Thom Tillis supports a plan that would end Medicare as we know it.,1,liar_en
The (economic stimulus) legislation could open billions of taxpayer dollars to left-wing groups like the Association of Community Organizations for Reform Now (ACORN).,1,liar_en
Rand Pauls speech ... on Gattaca was totally ripped off of Wikipedia.,0,liar_en
"We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent.",0,liar_en
Says Barack Obama promised to halve the deficit in his first term.,0,liar_en
"We had bipartisan legislation that got through the Senate that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.""",0,liar_en
"The newly created state Immigration Enforcement Review Board can actually prosecute, and get them [violators] into jail, if we bring in the attorney general.",2,liar_en
Solyndrahad robots that whistled Disney songs. Im not kidding.,1,liar_en
There have been at least four incidents where bullets from Mexico have crossed the border.,0,liar_en
Says up to a quarter of African Americans dont have government photo ID.,0,liar_en
"The Department of Veterans Affairs has a manual out there telling our veterans stuff like, 'Are you really of value to your community?' You know, encouraging them to commit suicide.",2,liar_en
The U.S. Supreme Court decided in 1982 that non-citizen children must get free K-12 education.,0,liar_en
Virginias current unemployment rate is the lowest in Virginia history.,2,liar_en
AARP is endorsing the health care reform bill.,1,liar_en
Immigrants are more fertile.,0,liar_en
"On immigration, the president said 22 times, 22 times, that he couldnt do what he eventually did.",0,liar_en
Says she voted for a statewide fracking ban.,1,liar_en
Says Kay Bailey Hutchison voted for sanctuary cities.,2,liar_en
Says he has yet to get a response from Barack Obama to his August 2010 letter making border security requests.,2,liar_en
"When Josh Mandel claims to have accepted three debates with Sen. Sherrod Brown, he is lying. He has accepted ZERO proposed debates.",2,liar_en
Pediatricians have cut down on the number and proximity of vaccines because they recognize there have been too many in too short a period of time.,2,liar_en
"Over half of the young people in medical, dental and law schools are women.",2,liar_en
Annual precipitation has increased in Rhode Island by over 12 inches in the last century.,0,liar_en
"For every Kentuckian that has enrolled in Obamacare, 40 have been dropped from their coverage.",2,liar_en
The first round of stimulus ... it created zero jobs.,2,liar_en
"At protests in Wisconsin against proposed collective bargaining changes, phony sick notes (were) passed out to excuse striking union members.",0,liar_en
Says the word Dhimmitude is on page 107 of the health care law and means Muslims are specifically exempted from the government mandate to purchase insurance.,2,liar_en
"﻿﻿Since Mayor Kennedy OBrien took office Sayreville has issued 22,081 building permits! Now OBrien is holding secret meetings with big developers.",1,liar_en
