text,label,subject
"Every month, another 50,000 U.S.-born Hispanics turn 18 and become eligible to vote.",0,"elections,immigration"
"Says recent studies indicate that nationally, only 8 percent of white voting-age citizens but 25 percent of African-American voting-age citizens lack government-issued photo IDs.",0,"civil-rights,elections,legal-issues"
The U.S. doesnt make television sets anymore.,0,"technology,trade"
New business startups are at the lowest levels in 30 years.,0,"economy,jobs"
"#Business formation is still on the rise in Ohio! So far in 2011 weve assisted w/ 44,443 new business filings.",0,"corporations,economy"
"People want the minimum wage, they want marriage equality, they want womens health care. Theres issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasnt. Youve seen the actions hes taken on them.",0,"gays-and-lesbians,health-care,marriage,state-budget,state-finances,women,workers"
Bruce Rauner is of record that he will fully support the Trump candidacy. Its documented. Its available.,0,elections
Says Hillary Clinton plans to massively increase admissions (of Middle East refugees) including a 500 percent increase in Syrian refugees coming into our country.,0,"families,foreign-policy,homeland-security,human-rights,immigration,terrorism"
Immigrants start businesses at a faster rate; they seem to grow those businesses more successfully.,0,immigration
"Canadian middle class incomes are now higher than in the United States. They are working fewer hours for more pay, living longer on average, and facing less income inequality.",0,"health-care,income,labor"
"Every family health insurance policy has ""a $900 hidden tax"" to subsidize health care costs of the uninsured.",0,health-care
The U.S. ranks 37th in the world for health care.,0,health-care
Florida is 49th in per capita spending on mental health care.,0,health-care
Rhode Island continues to have the highest rates of substance abuse in the country.,0,"Alcohol,drugs,marijuana,public-health,states"
"The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties.",0,elections
"Medicare spends ""$15-billion a year on subsidies to insurance companies.""",0,health-care
Of minimum wage workers in Rhode Island only 14 percent serve as sole income earner for their family.,0,"economy,jobs"
Why didnt (uninsured Americans) buy insurance? Because of the expense.,0,"health-care,poverty"
The presidents budget would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK.,0,"economy,federal-budget,military"
"To give a sense of how families are struggling, a record four out of every 10 school kids in Ohio now qualifies for subsidized lunch.",0,"children,economy,families,poverty"
"Over the past five years, the American automobile industry has created about 500,000 new jobs.",0,"economy,jobs"
Amajority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supportedamnesty.,0,immigration
She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.,0,health-care
The right-to-work states have much lower level of unemployment than the union states do.,0,"economy,labor,pundits,workers"
"He's been endorsed by ""every major newspaper here in the state of Texas.""",0,elections
"Under Obamacare, members of Congress are required to purchase their health insurance from the new exchanges.",0,"congress,congressional-rules,health-care"
California is home to the largest death row populationin the Western Hemisphere.,0,"death-penalty,elections"
Obama said (the individual mandate) wasnt a tax.,0,"health-care,pundits,taxes"
A college loan is the only loan in the United States that you cannot refinance when interest rates go down.,0,"debt,economy,education"
"Says by rejecting an expansion of Medicaid under the new law, Georgia was depriving 25,000 veterans of health care coverage.",0,"health-care,veterans"
Creating 25 jobs in Umatilla County has the same impact as 500 jobs in the metro region.,0,"economy,jobs"
A clear majority of Americans support removing the cost-sharing requirement for prescription contraceptive coverage.,0,"health-care,women"
"Since 1995, the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent.",0,"economy,taxes"
"John McCain and George Bush have ""absolutely no plan for universal health care.""",0,health-care
Youth unemployment in minority communities is about 40 to 45 percent.,0,"diversity,economy,jobs"
Says federal spending has increased 21 percent over the past three years.,0,"deficit,economy,federal-budget"
"Under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.",0,"health-care,taxes"
Twenty-two million jobs were created during Clintons two terms but only 3 million during Bushs.,0,"bush-administration,economy"
Obama has admitted a cap and trade plan would cause electricity bills to skyrocket.,0,"cap-and-trade,climate-change,energy,environment"
TSA WILL ACCEPT DRIVERS PRIV CARDS FOR ID AT THE AIRPORT,0,immigration
Aaron Bean voted to give illegal immigrants in-state tuition.,0,immigration
"In the last seven years of my tenure, Texas created 1.5 million new jobs. As a matter of fact, without Texas, America would have lost 400,000 jobs.",0,"corrections-and-updates,economy,jobs,states"
More Texans have new jobs today than the entire population of Fort Worth.,0,"economy,jobs"
The economy added more jobs during four years under Obama than it did in the entire eight years under George W. Bush.,0,"economy,job-accomplishments,jobs"
"18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.",0,"animals,environment,recreation,state-finances"
Seventy percent of Missourians support voter photo ID legislation.,0,"diversity,elections,legal-issues"
More than 10 years of free trade has brought a $2 billion per day trade deficit.,0,"economy,trade"
Says the Obama administration never responded to his 2012 letter flagging the uptick in unaccompanied children crossing the U.S.-Mexico border.,0,immigration
"Virginia was named best managed state, best state for business and best state toraise a child while I was governor.",0,"children,economy,education,elections,small-business"
"Since I took office, Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.",0,"economy,job-accomplishments,small-business"
"For what we spend in just one week in Iraq, 800,000 children could get health insurance for an entire year.",0,health-care
Says the United States does not trade as much as other developed nations.,0,"economy,trade"
A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste.,0,environment
Medicare began as a public option and now holds 97 percent of the market share.,0,"health-care,medicare"
Seventy percent of all Texans are overweight or obese.,0,"children,health-care,public-health"
"If you already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have.",0,health-care
"Says under Wisconsin law, he cannot remove his name from the ballot for re-election to Congress.",0,elections
Obamacare carries on even under a government shutdown.,0,"federal-budget,government-efficiency,health-care"
Ive been through four campaigns and have not done any negative campaigning.,0,"bipartisanship,campaign-finance,candidates-biography,elections"
The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.,0,"economy,income"
"Rhode Island has the second highest per enrollee (Medicaid) cost of any state in the country, which is 60 percent higher than the national average.",0,"economy,federal-budget,government-efficiency,health-care,medicaid,poverty,public-health,market-regulation,state-budget,state-finances,states,taxes"
Says Newt Gingrich aligned with Nancy Pelosi on global warming.,0,"climate-change,environment,message-machine-2012"
"In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010.",0,"economy,jobs"
If upstate New York split from downstate the economic indicators of upstate New York would be among the lowest in the country.,0,"economy,jobs"
President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.,0,"campaign-finance,economy,elections,financial-regulation,history,stimulus,voting-record"
"We only have 2 percent of the oil reserves in the world, and we consume 25 percent of the world's oil on a daily basis.",0,"energy,environment,oil-spill"
The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,0,"federal-budget,health-care"
One thing that is much more unpopular than the Affordable Care Act is repealing the Affordable Care Act.,0,"congress,health-care,polls"
A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent.,0,"economy,jobs"
Says the director of an anti-abortion group receiving a Texas grant to provide womens health services believes HIV can be spread through the sewer system.,0,"health-care,public-health"
Manufacturing is having its best employment year in almost 15 years.,0,"economy,history,abc-news-week"
Health care is the greatest contribution to spending increases in the state budget.,0,"health-care,medicaid,state-budget,state-finances"
Weve got to find 2 billion gallons (of water per day) between now and 2025.,0,"environment,infrastructure"
Today 46 percent of all Floridians owe more on their home than it is worth.,0,"economy,housing"
"Russian annexation of Crimea removes a million residents of the Ukraine that have provided the margin of victory for (Viktor) Yanukovych, the pro-Moscow prime minister in his last election.",0,"elections,foreign-policy"
"The average person will pay $6,000 more a year under Rep. Paul Ryans Medicare proposal.",0,"deficit,federal-budget,health-care,medicare"
Says Donald Trump said he intends to open up additional areas off the coast to oil drilling during the campaign.,0,environment
Nine out of the 10 poorest states are Red states.,0,"corrections-and-updates,economy,elections,income,poverty,wealth"
"Likens Obamas predicament to 1982, saying, when Reagan just started out, (unemployment was at) exactly the same point. He was two years into his term. The unemployment was well over 10 percent, and it did come out of it.",0,"economy,history,abc-news-week,workers"
The fastest-rising expense in the U.S. Defense Department is health care.,0,"health-care,military"
The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent.,0,"economy,income,taxes,wealth"
Young veterans have a higher unemployment rate than people who didnt serve.,0,"economy,jobs,military,veterans,workers"
Probably less than 4 percent of Wisconsin residents are enjoying the subsidies from Obamacare.,0,health-care
Todays marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.,0,"drugs,marijuana,recreation,science"
The debt will soon eclipse our entire economy.,0,"deficit,economy,federal-budget"
The richest 80 people in the world own more wealth than the bottom half of the global population.,0,"economy,poverty"
Says the federal government is supporting a study in Hawaii to develop a menu for when we colonize Mars.,0,"federal-budget,science,space"
You had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.,0,"education,technology,women"
Says that Josh Mandel voted to let insurance companies deny coverage for autism,0,"education,health-care,message-machine-2012"
"In a poll, 53 percent of young Republican voters . . . under age 35 said that they would describe a climate [change] denier as ignorant, out of touch or crazy.",0,"bipartisanship,cap-and-trade,climate-change,environment,market-regulation,science"
There are fewer people crossing (the southwest) border than in the last 30 years.,0,immigration
Georgia ranks 49th for women serving in elected state and federal offices.,0,"congress,diversity,elections,states,women"
Sixty-four percent of Americans support the Arizona immigration law.,0,"immigration,pundits"
There are actually only 30 countries that practice birthright citizenship.,0,immigration
"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",0,public-health
The majority of (the American people) voted for a Democratic House.,0,"congress,elections"
"Since 1981, reconciliation has been used 21 times. Most of it's been used by Republicans.",0,"bipartisanship,health-care"
Almost every state has offered an insurance plan on its health exchange that does not cover abortion.,0,"abortion,health-care,women"
Every 1 percent increase in the number of Ohioans with bachelors degrees means economic activity growing the next year and for each year thereafter (by) $2.5 billion dollars.,0,"economy,education,income"
We have more people working in clean and green energy than in oil and gas in this country.,0,"economy,energy,environment,jobs,labor,technology"
"Every day in the United States, we are losing 15 factories.",0,"economy,jobs,taxes"
Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks.,0,economy
"The fact of the matter is that my colleague from New York, Senator Clinton, there are 50 percent of the American public that say they're not going to vote for her.",0,elections
State governments have little ability to stimulate job growth in the short run.,0,economy
I said no to these big bank bailouts.,0,"economy,message-machine,voting-record"
"In 2009, the Small Business Entrepreneurship Council ranked Ohio 11th in the nation and 1st in the Midwest for overall business climate.",0,"economy,small-business"
"Under former President George W. Bushs administration while the population in that period grew by 10 percent, the number of jobs in the nation grew by 1 percent.",0,"bush-administration,economy,jobs,labor"
"For 21 countries in Sub-Saharan Africa, we simply do not have data to say anything about trends in poverty.",0,"economy,foreign-policy"
No other Northeastern state has passed a photo ID law,0,elections
"For the first time in 35 years, we have more businesses dying than we do starting.",0,"economy,small-business"
Snitker has been virtually ignored by the major media.,0,elections
"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.",0,"economy,retirement"
"When we had a conservative Republican president we were losing 750,000 jobs a month.",0,"economy,jobs"
The stock market has almost tripled since April of 2009.,0,"economy,financial-regulation"
Says Bill Clinton and George Bush both say build the Keystone XL.,0,"climate-change,energy,environment,jobs"
"40,000 veterans in Texas wont get health care because Perry rejected Obamacares Medicaid expansion.",0,"health-care,veterans"
"Across the country, $174 billion of the Recovery Act have been committed in its first 130 days.",0,"economy,federal-budget,stimulus"
Bill Clinton presided over the biggest expansion of the American economy since World War II.,0,"economy,job-accomplishments"
Nothing in the Constitution explicitly guarantees our right to vote.,0,"elections,legal-issues,supreme-court"
Travis County is surrounded by red counties.,0,"bipartisanship,elections"
Says opponents of the health care law prevailed on our two main arguments to the U.S. Supreme Court.,0,health-care
Says Holly Turner failed to vote in five straight Republican primaries.,0,elections
Says that in the recent year homeowners across Ohio have signed mineral rights agreements and I understand that over a billion dollars worth of leases have been signed to date.,0,environment
"Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.",0,"census,immigration"
It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday.,0,"elections,taxes"
We in Indiana have . . . the highest credit rating in the nation.,0,"candidates-biography,debt,deficit,economy,history,job-accomplishments,state-budget,state-finances,states"
Medicare and Medicaid are the single biggest drivers of the federal deficit and the federal debt by a huge margin.,0,"federal-budget,health-care"
Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.,0,"economy,income"
Warren (Buffett) still does support me.,0,economy
"In Hawaii, ""they don't have a history of throwing incumbents out of office.""",0,"elections,abc-news-week"
41 cents out of every dollar (the U.S. spends) is borrowed from places like China.,0,"economy,federal-budget,message-machine-2012"
The 2006 Massachusetts health care law has added (only) about 1 percent to our state budget.,0,"health-care,state-budget,abc-news-week"
Federal spending is the highest its been as a share of our economy in 60 years (and) revenue is the lowest its been as a share of our economy in 60 years.,0,"economy,federal-budget,taxes,abc-news-week"
The stock market does better when you have a Democratic president in the White House.,0,"economy,financial-regulation,history"
Says the Texas unemployment rate has even grown more than the nations as a whole.,0,"economy,states,stimulus,workers"
Says the foreman of the jury that convicted him was a Greenpeace activist.,0,"bipartisanship,criminal-justice,environment"
The average unemployed American has been out of work for almost 40 weeks.,0,"economy,jobs,pundits"
We have the most productive workers in the world.,0,"economy,workers"
BP is setting up claims offices throughout the state.,0,elections
We got a million jobs.,0,"economy,job-accomplishments,jobs"
"The gender gap in his support is not unique to me and theres not a huge gap from where Republicans have been in presidential, gubernatorial and US Senate elections in recent years.",0,"elections,women"
"Mike Trainor...still owes $250,000 to the state.",0,"bankruptcy,economy,legal-issues"
I am going to be on the ballot in all 50 states. There is no other third-party candidate thats going to come close to achieving that.,0,elections
The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.,0,immigration
Health insurance is more expensive in Massachusetts than anywhere else in the country.,0,"health-care,states"
"Thanks to you, in under one week we have the largest GOP (Facebook) page in the Governor's race!",0,"candidates-biography,elections,pop-culture"
If our recovery were more typical of the postwar era . . . we would have 14 million more jobs today.,0,"economy,jobs"
HIV/AIDS is dramatically on the rise in the U.S. South.,0,"gays-and-lesbians,health-care,states"
Says Donald Trump once suggested that he would try to negotiate down the national debt.,0,"candidates-biography,debt,deficit,economy,federal-budget"
"Before taking executive action on immigration, President Obama stated 22 times that he does not have the authority to change immigration laws on his own.",0,immigration
A record number of Hispanics were elected to the U.S House of Representatives...,0,"diversity,elections"
"After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three.",0,"economy,jobs"
Kasim Reed has kept every promise he made as a candidate.,0,"city-government,elections"
"Mr. President, multiple times from your administration there have come statements that Republicans have no ideas and no solutions on health care.",0,"bipartisanship,health-care"
Says Delaware County has more waterfront property than any other county in the state of Ohio,0,"environment,water"
"From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.",0,"environment,jobs"
"If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.",0,"elections,polls"
California has robust job growth that outpaces the rest of the nation.,0,"climate-change,economy,energy,jobs"
Economic Development Commission Executive Director Keith Stokes sent me a letter and he said the taxpayers will never be on the hook for these bonds for 38 Studios.,0,"bankruptcy,corporations,debt,economy,history,jobs,state-budget,state-finances,taxes"
"Says as a share of the US economy, the governments support for research and development (RD) has fallen by nearly two-thirds since the 1960s.",0,"federal-budget,science"
"Says that as Massachusetts governor, Mitt Romney condemned coal-fired plants, saying they kill people.",0,"economy,energy,environment"
"Says although the unemployment rate seems to be improving, it does not reflect real job creation -- its caused by a shrinking of the actual labor force.",0,"economy,jobs,pundits,abc-news-week"
"Rhode Islands voter identification law was pushed by a black Democrat in the House, a black Democrat in the Senate. Thats a fact.",0,"elections,pundits"
"For the first time in nearly two decades, we produce more oil here in the United States than we buy from the rest of the world.",0,"economy,energy,trade"
(Hillary Clintons State Department) actually admonished one of her ambassadors because he wasnt using the proper server.,0,"technology,transparency"
Sherrod Brown has been running for public office since Richard Nixon was president.,0,elections
25 percent of federal inmates are noncitizens.,0,immigration
"According to a recent poll, there are more young Republicans enrolled in their parents (health insurance) plans than young Democrats.",0,health-care
Says Paul Ryans budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,0,"federal-budget,health-care,medicare,retirement"
The cost of health care is now the single-biggest factor driving down the federal budget deficit.,0,"deficit,federal-budget,health-care"
Eighty out of 82 counties in Ohio ... have an auto manufacturing facility.,0,"economy,jobs"
Agriculture is the strongest industry in Ohio.,0,"agriculture,economy"
Big soda has a lot of money.They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure.,0,"economy,taxes"
We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So weve taken 5 percent away from the private sector.,0,"economy,federal-budget"
Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,0,"economy,jobs"
"As weve seen that federal support for states diminish, youve seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs.",0,"economy,jobs,stimulus,workers"
Says Hillary Clinton supported and continues to support fracking.,0,environment
Three in four low-income workers dont have any paid sick days available.,0,"health-care,income,labor,public-health,workers"
The Children's Defense Fund rated McCain as the worst senator in Congress for children.,0,health-care
Americans havent had a raise in 15 years.,0,"economy,jobs"
Says President Barack Obama has lost more members of the House and more members of the Senate than any president ever has lost in modern times.,0,elections
"[E]mployment in Gwinnett is up more than 3 percent over last year, and unemployment is the lowest of the five core metro counties.",0,"economy,jobs"
All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.,0,"health-care,market-regulation"
"On immigration, what reports say President Barack Obama plans to do is roughly on the same scale as what President George H.W. Bush did.",0,immigration
Over half of the black workers in this country earn less than $15 an hour.,0,"diversity,economy,jobs"
The new 21st State Senate district was created in secret for Van Wanggaard. It was drawn within half a block of his house.,0,elections
"Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.",0,"health-care,public-health"
"Republican challenger Bill Flores ""has never once voted in a general election in our district.""",0,"candidates-biography,elections,message-machine"
"The majority of my contributions have been from private individuals giving $125 on average, not from PACs, not from groups.",0,"campaign-finance,elections,legal-issues"
"Under the Endangered Species Act, only 1 percent of the species that have been listed have actually been delisted.",0,"animals,environment"
"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care.""",0,health-care
Rhode Island has a very generous unemployment compensation rate compared to most other states.,0,"economy,states,workers"
I have a record on the environment of creating green energy ... taking trash and turning it into cash.,0,environment
"Says that In 2009, I saved ratepayers around $500 million by persuading the Council to pursue a less expensive compliance mechanism if the City is required to treat Bull Run drinking water.",0,"city-budget,city-government,environment,public-health,water"
The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district.,0,environment
"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.""",0,"candidates-biography,health-care"
"Fifteen years ago, the assets of the six largest banks in this country totaled 17 percent of GDP ... The assets of the six largest banks in the United States today total 63 percent of GDP.",0,"economy,financial-regulation,market-regulation,abc-news-week"
"According to Pew Research, 99 percent of the people in Afghanistan support oppressive Sharia law.",0,"immigration,islam"
Says she has quadrupled agents to secure our border.,1,immigration
[A]n extra 8 million Americans [are] projected to join state Medicaid programs in the next few years.,1,health-care
Florida is investing record amounts of funding for HIV/AIDS prevention.,1,"public-health,state-budget"
One in five American households have nobody under the same roof thats got a job.,1,"economy,families,jobs,workers"
Obamacare could force thousands of volunteer fire stations to cut service or close entirely!,1,"corrections-and-updates,health-care,public-safety"
Floridas revenue is growing at a faster rate than almost any state in the country.,1,"economy,taxes"
Recent record-low water levels in Lake Michigan are evidence that global warming is leading to the evaporation of our Great Lakes.,1,"climate-change,environment,water"
"Romneycare is a top-down, government-run health care system.",1,health-care
"U.S. Rep. Bill Young ""has accepted $737,000 from lobbyists and recipients of his earmarks.""",1,"candidates-biography,elections,message-machine"
Says health insurance premiums will rise under Obamacare.,1,health-care
"Says on contraception, his plan is cheaper and easier for you than Sen. Mark Udalls",1,"health-care,message-machine-2014,women"
We actually have not required in this law that you carry health insurance.,1,health-care
Not one illness has been reported from raw milk in Texas in more than four years. A total of six illnesses have occurred in the last 20 years.,1,"corrections-and-updates,food-safety,public-health"
"Its costing every American who is insured $1,100 to pick up the cost of uncompensated care that goes on at the emergency room.",1,health-care
Health insurance costs for Floridians are up 30 percent or more.,1,health-care
"Common welfare programs give income of $43,330 or $20.83 an hour.",1,"children,economy,families,federal-budget,government-regulation,health-care,housing,hunger,income,medicaid,poverty,state-finances,welfare,women,workers"
A substantial number of probationers participating in a pilot project to ease the farm labor shortage are able to finish the work.,1,immigration
Its going to be harder to vote in Virginia than it is now to buy a gun...,1,"elections,guns"
Says President Barack Obama could basically legalize all immigrants here illegally by the sign of a pen.,1,immigration
97 percent of the work that Planned Parenthood does is about mammograms and preventative health.,1,"abortion,public-health"
Says U.S. Senate candidate Michelle Nunn was handpicked by President Barack Obama,1,"bipartisanship,elections"
"Patrick Murphy voted for Obamacare in 2010, yet he reversed himself and voted to delay the employer mandate and the individual mandate.",1,"health-care,voting-record"
Mark Warner cast the tiebreaking vote to pass Obamacare.,1,"health-care,voting-record"
"On the day the House voted on the climate change bill, there was not even a copy of the bill in the well of the House, which is standard. It wasnt even written.",1,"energy,environment,pundits"
The vast majority of minimum wage workers get a raise within a year.,1,"economy,jobs,poverty"
"The cost of college education has gone up 1,200 percent since 1978.",1,"children,debt,economy,education"
"Over the history of Austin, its always gotten more expensive.",1,"economy,history"
Says Charlie Crist voted against raising the minimum wage.,1,"economy,jobs"
Only one out of five of the so-called Syrian refugees who went into Europe were actually Syrian.,1,"foreign-policy,immigration"
Women are paid 77 cents for every $1 men get for the same work.,1,"economy,women"
"Says that 98,184 Texans are now driving with temporary drivers licenses lacking their photos.",1,"crime,elections,legal-issues"
Ted Cruz tried to ban contraception five times.,1,"abortion,health-care"
Says new mandates are already reducing full-time employment.,1,"economy,health-care,jobs"
Surveys of teens in high school reveal that knowing a classmate who sells cannabis is 90 times more common than knowing a classmate who sells alcohol.,1,"children,crime,drugs,education,marijuana,polls,public-health,pundits"
How do Jeb Bush and Donald Trump differ on immigration? Spoiler alert: They dont.,1,immigration
"Says that during the first 19 months of the Obama administration, the U.S. detained people from nations designated as state sponsors of terrorism on the southwestern border.",1,"immigration,terrorism"
"Rick Scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.",1,"campaign-finance,environment"
Says she helped lead the launch of curbside recycling.,1,"city-government,environment"
"Says that under Gov. Rick Perry, Texas Department of Public Safety troopers have had standing orders not to inquire into the immigration status of people unless theyre under arrest.",1,"immigration,public-safety"
"In Texas, a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.",1,"corrections-and-updates,health-care,legal-issues"
Obamacare includes a $700 billion cut from Medicare for seniors.,1,"elections,health-care,medicare"
"As Virginia lost over 65,000 jobs, (Tim) Kaine put partisan ambitions first by serving as DNC chairman during the last year of his governorship.",1,"economy,jobs,message-machine-2012"
Forty percent of the Fortune 500 were started either by immigrants or children of immigrants.,1,"economy,immigration"
Sen. McConnell says its not his job to bring jobs to Kentucky.,1,"economy,jobs,states"
There are tens of thousands of homes right here in California where you turn on the faucet but you cant drink the water.,1,"agriculture,consumer-safety,environment,public-health,water"
The United States is the No. 1 country in the world for energy resources. We are the king daddy dogs when it comes to energy.,1,"energy,environment"
On hearings about automatic citizenship provision in U.S. Constitution.,1,immigration
"Youre paying for...(state Sen. Diane Allens) health care, and she took yours away.",1,"candidates-biography,health-care,state-budget"
Says he never donates to Democrats while Paul Workman contributes to Democrat Kirk Watson and other Democrats running against Republicans.,1,elections
"Florida's legal challenge of the federal health care bill is ""bipartisan.""",1,health-care
She led the fight to stop health insurance rate hikes and saved Rhode Island families over $150 million.,1,"economy,health-care,job-accomplishments"
Wisconsins monthly job reports have a margin of error of 75 percent and were way off in eight of first 10 months of 2011.,1,"economy,jobs,labor"
"When Mitt Romney was governor, Massachusetts ranked 47th out of 50 states in job creation.",1,"economy,jobs"
"Brendan Doherty wants to repeal Obamacare, increasing drug prices for seniors.",1,"drugs,health-care,medicare,message-machine-2012,campaign-advertising,poverty,public-health"
The State Department asked all secretaries of state to send their emails over. Hillary Clintonsthe only one whos done it.,1,"elections,foreign-policy,transparency"
"Clayton County has employed 1,300 people over the past seven months through the Neighborhood Stabilization Program.",1,"economy,housing"
"If an individual is determined to commit suicide, the availability of a gun is not a factor because they will find a way.",1,"guns,public-health"
Thousands of Americans have been killed by illegal immigrants.,1,immigration
"Of all the illegals in America, more than half come through Arizona.",1,"immigration,message-machine"
"Alison Alter has exploited a campaign finance loophole to obtain over $64,000 in public dollars to fund her campaign.",1,"city-budget,city-government,elections,ethics"
"Says New Jersey is down nearly 200,000 jobs from its pre-recession peak and with Gov. Chris Christie New Jersey has trailed the rest of America when it comes to unemployment for 12 consecutive months.",1,"economy,job-accomplishments,jobs"
"Health care reform ""requires the use of federal dollars to fund abortions through the government-run health plan.""",1,"abortion,health-care"
We spend $18 billion a year on making sure that the federal government has immigrant enforcement agents. Thats more than DEA and the ATF and the FBI and all the other enforcement (agencies) combined.,1,"federal-budget,immigration,legal-issues"
Nonpartisan government analysts say Obamacare will cost our economy up to 2.5 million jobs.,1,"economy,federal-budget,health-care,jobs"
"I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.",1,"economy,job-accomplishments,jobs,new-hampshire-2012,state-finances,states,taxes"
A proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent.,1,"health-care,marijuana"
I sponsored the amendment that expanded the hours of early voting so that people who have irregular work schedules could vote.,1,elections
Google search spike suggests many people dont know why they voted for Brexit.,1,technology
Obamacare takes $500 billion out of Medicare and funds Obamacare.,1,"health-care,medicare"
"Mexican government officials hand out brochures showing individuals how they can avoid our Border Patrol, how they can get into our country.",1,immigration
Study after study have shown that sanctuary cities do not lead to an increase in crime because of the presence of people that are undocumented.,1,"homeland-security,immigration"
"Less than 2 percent of illegals are picking crops, but 41 percent are on welfare.",1,immigration
On whether people can keep their insurance under the Affordable Care Act.,1,health-care
"Almost 1,000 people a day are moving to Florida because they are more free here than they are in some other states.",1,"economy,population"
"Under the Democratic health plan, families will be forced to spend an additional $2,100 a year to keep their current health care.",1,health-care
Says the Affordable Care Act was a federal takeover of the student loan industry and profits on the loans go to help pay for the health care law.,1,"corrections-and-updates,education,federal-budget,health-care"
Less than 1 percent of 1 percent of the American population has given an amount over $200 to a federal political campaign.,1,elections
Says there are $500 billion in Medicare cuts required to pay for this flawed [health care law].,1,health-care
"Under Gov. Scott Walker, employer confidence now stands at 95 percent, compared to only 10 percent at the end of the Gov. Jim Doyle-Mary Burke administration.",1,"economy,job-accomplishments,jobs,polls"
Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result the deer population has dwindled.,1,"environment,recreation"
Obamacare will drive 2.5 million Americans out of the workforce.,1,"health-care,jobs"
Health insurance and medical costs are going down because of Obamacare.,1,"elections,health-care"
"Says Joe Sestak voted to gut Medicare ... reducing benefits for 854,489 seniors and jeopardizing access to care for millions.",1,"health-care,medicare,message-machine"
Ron Johnson said specifically that he hopes the first steps occur to privatize the Veterans Administration.,1,"government-efficiency,health-care,public-health,veterans"
"Put simply, less government spending equals more private sector jobs.",1,"economy,federal-budget,jobs,stimulus"
Milwaukee County government employees pay much more for their health care than City of Milwaukee or State of Wisconsin employees.,1,"county-government,health-care,workers"
"Austins Stop Abuse for Everyone has seen in its offices sexual assault survivors that report being attacked by their ridesharing drivers, at a rate of one per month.",1,"crime,elections,transportation"
Deepwaters own testimony . . . is they said theyll create six jobs.,1,"economy,energy"
